(0) t,(1) lambda
2.277055411082216,5.0530033410943
2.2808561712342468,5.054846591312934
2.2846569313862775,5.056691186549898
2.2884576915383077,5.058537128277738
2.292258451690338,5.06038441797115
2.296059211842368,5.062233057106986
2.299859971994399,5.064083047164253
2.3036607321464295,5.065934389624124
2.3074614922984598,5.0677870859699325
2.31126225245049,5.069641137687187
2.3150630126025202,5.071496546263567
2.318863772754551,5.07335331318893
2.322664532906581,5.075211439955317
2.326465293058612,5.077070928056953
2.330266053210642,5.078931778990253
2.3340668133626723,5.080793994253826
2.337867573514703,5.082657575348479
2.341668333666733,5.084522523777222
2.345469093818764,5.0863888410452684
2.349269853970794,5.088256528660043
2.3530706141228244,5.090125588131185
2.3568713742748546,5.091996020970551
2.3606721344268853,5.093867828692219
2.364472894578916,5.095741012812495
2.368273654730946,5.097615574849915
2.3720744148829764,5.099491516325247
2.3758751750350067,5.1013688387615
2.3796759351870374,5.103247543683926
2.383476695339068,5.105127632620022
2.3872774554910983,5.107009107099536
2.3910782156431285,5.108891968654473
2.3948789757951587,5.110776218819095
2.3986797359471894,5.112661859129928
2.40248049609922,5.114548891125767
2.4062812562512503,5.116437316347677
2.4100820164032806,5.118327136339
2.413882776555311,5.120218352645358
2.4176835367073415,5.122110966814656
2.4214842968593717,5.124004980397089
2.4252850570114024,5.125900394945145
2.4290858171634326,5.127797212013608
2.432886577315463,5.129695433159563
2.436687337467493,5.131595059942403
2.440488097619524,5.133496093923828
2.4442888577715545,5.135398536667854
2.4480896179235847,5.137302389740814
2.451890378075615,5.139207654711365
2.455691138227645,5.141114333150489
2.459491898379676,5.143022426631503
2.4632926585317065,5.144931936730055
2.4670934186837368,5.146842865024136
2.470894178835767,5.148755213094081
2.4746949389877972,5.150668982522571
2.478495699139828,5.1525841748946455
2.4822964592918586,5.154500791797696
2.486097219443889,5.156418834821479
2.489897979595919,5.158338305558115
2.4936987397479493,5.160259205602098
2.49749949989998,5.162181536550293
2.5013002600520102,5.164105300001949
2.505101020204041,5.166030497558694
2.508901780356071,5.167957130824549
2.5127025405081014,5.169885201405924
2.5165033006601316,5.171814710911629
2.5203040608121623,5.173745660952873
2.524104820964193,5.175678053143274
2.527905581116223,5.177611889098859
2.5317063412682534,5.17954717043807
2.5355071014202837,5.181483898781769
2.5393078615723144,5.183422075753243
2.543108621724345,5.185361702978207
2.5469093818763753,5.187302782084808
2.5507101420284055,5.189245314703634
2.5545109021804357,5.191189302467714
2.5583116623324664,5.193134747012522
2.562112422484497,5.195081649975985
2.5659131826365273,5.197030012998488
2.5697139427885576,5.198979837722875
2.573514702940588,5.200931125794453
2.5773154630926185,5.2028838788610035
2.5811162232446487,5.20483809857278
2.5849169833966794,5.206793786582516
2.5887177435487096,5.208750944545429
2.59251850370074,5.210709574119225
2.5963192638527706,5.2126696769641025
2.600120024004801,5.214631254742759
2.6039207841568315,5.216594309120395
2.6077215443088617,5.218558841764717
2.611522304460892,5.220524854345945
2.615323064612922,5.222492348536814
2.619123824764953,5.224461326012584
2.6229245849169835,5.226431788451037
2.626725345069014,5.2284037375324885
2.630526105221044,5.2303771749397905
2.6343268653730743,5.232352102358334
2.638127625525105,5.234328521476057
2.6419283856771356,5.2363064339834455
2.645729145829166,5.238285841573544
2.649529905981196,5.240266745941954
2.6533306661332263,5.242249148786842
2.657131426285257,5.244233051808946
2.6609321864372877,5.246218456711577
2.664732946589318,5.248205365200625
2.668533706741348,5.250193778984565
2.6723344668933784,5.252183699774462
2.676135227045409,5.254175129283972
2.6799359871974393,5.2561680692293535
2.68373674734947,5.258162521329466
2.6875375075015002,5.26015848730578
2.6913382676535305,5.262155968882379
2.6951390278055607,5.264154967785964
2.6989397879575914,5.266155485745862
2.702740548109622,5.268157524494026
2.7065413082616523,5.270161085765046
2.7103420684136825,5.2721661712961465
2.7141428285657128,5.274172782827199
2.7179435887177434,5.276180922100722
2.721744348869774,5.27819059086189
2.7255451090218044,5.280201790858532
2.7293458691738346,5.282214523841147
2.733146629325865,5.284228791562898
2.7369473894778955,5.286244595779623
2.740748149629926,5.288261938249841
2.7445489097819564,5.290280820734753
2.7483496699339867,5.292301244998251
2.752150430086017,5.294323212806922
2.7559511902380476,5.296346725930049
2.759751950390078,5.298371786139625
2.7635527105421085,5.300398395210349
2.7673534706941387,5.302426554919638
2.771154230846169,5.304456267047628
2.7749549909981996,5.306487533377179
2.77875575115023,5.308520355693885
2.7825565113022606,5.310554735786074
2.786357271454291,5.312590675444815
2.790158031606321,5.314628176463925
2.7939587917583513,5.316667240639973
2.797759551910382,5.318707869772282
2.8015603120624126,5.32075006566294
2.805361072214443,5.322793830116804
2.809161832366473,5.3248391649414994
2.8129625925185033,5.326886071947435
2.816763352670534,5.328934552947799
2.8205641128225647,5.330984609758572
2.824364872974595,5.333036244198526
2.828165633126625,5.335089458089236
2.8319663932786554,5.337144253255079
2.835767153430686,5.339200631523243
2.8395679135827168,5.341258594723735
2.843368673734747,5.34331814468938
2.8471694338867772,5.345379283255831
2.8509701940388075,5.347442012261572
2.854770954190838,5.349506333547928
2.8585717143428684,5.351572248959064
2.862372474494899,5.353639760341995
2.8661732346469293,5.355708869546589
2.8699739947989595,5.357779578425577
2.8737747549509898,5.359851888834551
2.8775755151030205,5.361925802631975
2.881376275255051,5.364001321679193
2.8851770354070814,5.366078447840425
2.8889777955591116,5.368157182982783
2.892778555711142,5.37023752897627
2.8965793158631725,5.3723194876937885
2.900380076015203,5.374403061011145
2.9041808361672334,5.376488250807054
2.9079815963192637,5.3785750589631505
2.911782356471294,5.380663487363985
2.9155831166233246,5.382753537897039
2.9193838767753553,5.384845212452724
2.9231846369273855,5.386938512924392
2.9269853970794157,5.389033441208337
2.930786157231446,5.391129999203804
2.9345869173834767,5.393228188812993
2.938387677535507,5.395328011941065
2.9421884376875376,5.3974294704961485
2.945989197839568,5.399532566389344
2.949789957991598,5.401637301534731
2.9535907181436287,5.4037436778493735
2.957391478295659,5.4058516972533255
2.9611922384476896,5.407961361669637
2.96499299859972,5.4100726730243585
2.96879375875175,5.41218563324655
2.9725945189037803,5.4143002442682855
2.976395279055811,5.416416508024656
2.9801960392078417,5.41853442645378
2.983996799359872,5.420654001496807
2.987797559511902,5.422775235097922
2.9915983196639324,5.424898129204355
2.995399079815963,5.427022685766385
2.9991998399679938,5.429148906737344
3.003000600120024,5.431276794073629
3.0068013602720542,5.433406349734699
3.010602120424085,5.435537575683089
3.014402880576115,5.437670473884413
3.0182036407281454,5.439805046307371
3.022004400880176,5.441941294923752
3.0258051610322063,5.444079221708443
3.0296059211842365,5.446218828639434
3.0334066813362672,5.448360117697827
3.0372074414882975,5.450503090867835
3.041008201640328,5.452647750136797
3.0448089617923584,5.454794097495177
3.0486097219443886,5.4569421349365745
3.0524104820964193,5.459091864457728
3.0562112422484495,5.461243288058523
3.0600120024004798,5.463396407741998
3.0638127625525104,5.465551225514349
3.0676135227045407,5.4677077433849375
3.0714142828565714,5.4698659633662965
3.0752150430086016,5.472025887474135
3.079015803160632,5.474187517727349
3.0828165633126625,5.47635085614802
3.0866173234646928,5.47851590476143
3.0904180836167234,5.480682665596062
3.0942188437687537,5.482851140683606
3.098019603920784,5.485021332058971
3.1018203640728146,5.487193241760285
3.105621124224845,5.4893668718289055
3.109421884376875,5.491542224309423
3.1132226445289057,5.493719301249671
3.117023404680936,5.495898104700728
3.1208241648329667,5.498078636716926
3.124624924984997,5.50026089935586
3.128425685137027,5.50244489467839
3.132226445289058,5.504630624748648
3.136027205441088,5.506818091634048
3.1398279655931187,5.5090072974052875
3.143628725745149,5.511198244136359
3.147429485897179,5.513390933904554
3.15123024604921,5.515585368790467
3.15503100620124,5.517781550878008
3.1588317663532703,5.5199794822544055
3.162632526505301,5.522179165010212
3.1664332866573313,5.524380601239314
3.170234046809362,5.526583793038935
3.174034806961392,5.528788742509645
3.1778355671134224,5.530995451755367
3.181636327265453,5.533203922883382
3.1854370874174833,5.535414158004334
3.1892378475695136,5.537626159232245
3.1930386077215442,5.53983992868451
3.1968393678735745,5.542055468481915
3.200640128025605,5.544272780748635
3.2044408881776354,5.546491867612245
3.2082416483296656,5.548712731203727
3.2120424084816963,5.550935373657475
3.2158431686337265,5.553159797111303
3.2196439287857572,5.555386003706453
3.2234446889377875,5.557613995587599
3.2272454490898177,5.5598437749028555
3.2310462092418484,5.562075343803785
3.2348469693938786,5.564308704445402
3.238647729545909,5.5665438589861855
3.2424484896979395,5.56878080958808
3.2462492498499698,5.571019558416507
3.2500500100020004,5.573260107640369
3.2538507701540307,5.575502459432056
3.257651530306061,5.577746615967457
3.2614522904580916,5.579992579425962
3.265253050610122,5.582240351990473
3.2690538107621525,5.584489935847406
3.2728545709141827,5.586741333186706
3.276655331066213,5.588994546201844
3.2804560912182437,5.591249577089834
3.284256851370274,5.593506428051233
3.288057611522304,5.595765101290152
3.291858371674335,5.598025599014262
3.295659131826365,5.6002879234348
3.2994598919783957,5.60255207676658
3.303260652130426,5.604818061227994
3.307061412282456,5.607085879041026
3.310862172434487,5.6093555324312545
3.314662932586517,5.611627023627861
3.318463692738548,5.613900354863639
3.322264452890578,5.616175528374999
3.3260652130426083,5.618452546401977
3.329865973194639,5.620731411188244
3.333666733346669,5.623012124981106
3.3374674934986994,5.62529469003152
3.34126825365073,5.627579108594099
3.3450690138027603,5.629865382927115
3.348869773954791,5.632153515292511
3.3526705341068213,5.634443507955907
3.3564712942588515,5.636735363186609
3.360272054410882,5.639029083257613
3.3640728145629124,5.641324670445616
3.3678735747149426,5.643622127031022
3.3716743348669733,5.645921455297948
3.3754750950190036,5.6482226575342365
3.3792758551710342,5.650525736031456
3.3830766153230645,5.652830693084916
3.3868773754750947,5.65513753099367
3.3906781356271254,5.657446252060523
3.3944788957791556,5.659756858592041
3.3982796559311863,5.662069352898557
3.4020804160832165,5.664383737294183
3.4058811762352468,5.666700014096811
3.4096819363872775,5.669018185628127
3.4134826965393077,5.671338254213614
3.417283456691338,5.673660222182562
3.4210842168433686,5.6759840918680755
3.424884976995399,5.678309865607082
3.4286857371474295,5.680637545740338
3.4324864972994598,5.68296713461244
3.43628725745149,5.685298634571828
3.4400880176035207,5.687632047970799
3.443888777755551,5.689967377165507
3.4476895379075816,5.692304624515979
3.451490298059612,5.6946437923861195
3.455291058211642,5.696984883143718
3.4590918183636727,5.699327899160456
3.462892578515703,5.701672842811917
3.466693338667733,5.704019716477598
3.470494098819764,5.706368522540908
3.474294858971794,5.708719263389184
3.478095619123825,5.711071941413697
3.481896379275855,5.71342655900966
3.4856971394278853,5.715783118576235
3.489497899579916,5.718141622516543
3.493298659731946,5.720502073237671
3.497099419883977,5.722864473150679
3.500900180036007,5.725228824670612
3.5047009401880374,5.727595130216505
3.508501700340068,5.729963392211392
3.5123024604920983,5.732333613082314
3.5161032206441285,5.734705795260329
3.519903980796159,5.737079941180516
3.5237047409481894,5.73945605328199
3.52750550110022,5.741834134007904
3.5313062612522503,5.744214185805462
3.5351070214042806,5.746596211125924
3.5389077815563112,5.748980212424616
3.5427085417083415,5.75136619216094
3.5465093018603717,5.753754152798377
3.5503100620124024,5.756144096804504
3.5541108221644326,5.758536026650994
3.5579115823164633,5.760929944813629
3.5617123424684936,5.763325853772309
3.565513102620524,5.765723756011058
3.5693138627725545,5.7681236540180345
3.5731146229245847,5.770525550285539
3.5769153830766154,5.772929447310024
3.5807161432286456,5.775335347592102
3.584516903380676,5.777743253636552
3.5883176635327065,5.7801531679523315
3.5921184236847368,5.782565093052584
3.595919183836767,5.784979031454648
3.5997199439887977,5.787394985680063
3.603520704140828,5.789812958254583
3.6073214642928586,5.792232951708181
3.611122224444889,5.7946549685750615
3.614922984596919,5.797079011393667
3.6187237447489498,5.799505082706688
3.62252450490098,5.801933185061068
3.6263252650530107,5.80436332100802
3.630126025205041,5.806795493103029
3.633926785357071,5.809229703905864
3.637727545509102,5.811665955980584
3.641528305661132,5.814104251895552
3.6453290658131623,5.81654459422344
3.649129825965193,5.818986985541237
3.652930586117223,5.821431428430263
3.656731346269254,5.823877925476175
3.660532106421284,5.8263264792689755
3.6643328665733144,5.828777092403023
3.668133626725345,5.831229767477039
3.6719343868773753,5.833684507094121
3.675735147029406,5.83614131386175
3.679535907181436,5.838600190391798
3.6833366673334664,5.841061139300538
3.687137427485497,5.843524163208655
3.6909381876375273,5.845989264741254
3.6947389477895576,5.8484564465278694
3.6985397079415883,5.850925711202475
3.7023404680936185,5.8533970614034905
3.706141228245649,5.855870499773796
3.7099419883976794,5.858346028960737
3.7137427485497096,5.860823651616136
3.7175435087017403,5.8633033703963005
3.7213442688537706,5.865785187962035
3.725145029005801,5.868269106978648
3.7289457891578315,5.8707551301159615
3.7327465493098617,5.873243260048323
3.7365473094618924,5.875733499454613
3.7403480696139226,5.8782258510182555
3.744148829765953,5.880720317427226
3.7479495899179835,5.883216901374064
3.751750350070014,5.885715605555881
3.7555511102220445,5.88821643267437
3.7593518703740747,5.8907193854358155
3.763152630526105,5.8932244665511035
3.7669533906781356,5.895731678735732
3.770754150830166,5.898241024709818
3.774554910982196,5.900752507198111
3.7783556711342268,5.90326612893
3.782156431286257,5.905781892639526
3.7859571914382877,5.9082998010653895
3.789757951590318,5.910819856950961
3.793558711742348,5.913342063044292
3.797359471894379,5.915866422098123
3.801160232046409,5.918392936869898
3.8049609921984398,5.920921610121768
3.80876175235047,5.923452444620605
3.8125625125025002,5.925985443138014
3.816363272654531,5.928520608450338
3.820164032806561,5.931057943338671
3.8239647929585914,5.933597450588869
3.827765553110622,5.936139132991559
3.8315663132626523,5.938682993342149
3.835367073414683,5.9412290344408385
3.839167833566713,5.943777259092628
3.8429685937187434,5.946327670107332
3.846769353870774,5.948880270299587
3.8505701140228044,5.951435062488861
3.8543708741748346,5.953992049499466
3.8581716343268653,5.956551234160568
3.8619723944788955,5.959112619306198
3.865773154630926,5.961676207775258
3.8695739147829564,5.964242002411538
3.8733746749349867,5.9668100060637235
3.8771754350870173,5.969380221585404
3.8809761952390476,5.971952651835087
3.8847769553910783,5.9745272996762075
3.8885777155431085,5.977104167977137
3.8923784756951387,5.979683259611196
3.8961792358471694,5.982264577456665
3.8999799959991996,5.984848124396794
3.90378075615123,5.987433903319812
3.9075815163032606,5.990021917118941
3.911382276455291,5.992612168692405
3.9151830366073215,5.99520466094344
3.9189837967593517,5.997799396780306
3.922784556911382,6.000396379116299
3.9265853170634126,6.002995610869757
3.930386077215443,6.005597094964079
3.9341868373674735,6.008200834327728
3.937987597519504,6.010806831894247
3.941788357671534,6.013415090602269
3.9455891178235647,6.0160256133955246
3.949389877975595,6.018638403222859
3.953190638127625,6.021253463038239
3.956991398279656,6.023870795800764
3.960792158431686,6.0264904044746785
3.9645929185837168,6.029112292029385
3.968393678735747,6.031736461439452
3.9721944388877772,6.034362915684627
3.975995199039808,6.036991657749845
3.979795959191838,6.0396226906252455
3.983596719343869,6.042256017306179
3.987397479495899,6.044891640793218
3.9911982396479293,6.047529564092174
3.99499899979996,6.050169790214102
3.99879975995199,6.052812322175316
4.0026005201040205,6.0554571629974
4.006401280256052,6.058104315707219
4.010202040408082,6.06075378333693
4.014002800560112,6.0634055689239945
4.017803560712142,6.06605967551119
4.0216043208641725,6.068716106146621
4.025405081016203,6.07137486388373
4.029205841168233,6.0740359517813145
4.033006601320263,6.076699372903529
4.036807361472294,6.079365130319905
4.040608121624325,6.082033227105361
4.044408881776356,6.084703666340212
4.048209641928386,6.087376451110181
4.052010402080416,6.0900515845064165
4.055811162232446,6.092729069625498
4.059611922384477,6.09540890956945
4.063412682536507,6.098091107445756
4.067213442688537,6.100775666367369
4.071014202840567,6.103462589452721
4.0748149629925985,6.106151879825739
4.078615723144629,6.108843540615857
4.082416483296659,6.111537574958025
4.08621724344869,6.114233985992724
4.09001800360072,6.116932776865976
4.0938187637527506,6.119633950729359
4.097619523904781,6.122337510740015
4.101420284056811,6.125043460060667
4.105221044208841,6.127751801859628
4.1090218043608715,6.130462539310817
4.112822564512903,6.133175675593765
4.116623324664933,6.135891213893636
4.120424084816963,6.138609157401231
4.124224844968994,6.141329509313007
4.1280256051210245,6.144052272831084
4.131826365273055,6.146777451163264
4.135627125425085,6.1495050475230375
4.139427885577115,6.1522350651296
4.143228645729145,6.154967507207861
4.147029405881176,6.157702376988462
4.150830166033206,6.160439677707785
4.154630926185237,6.163179412607967
4.158431686337267,6.165921584936911
4.1622324464892975,6.168666197948301
4.166033206641329,6.171413254901615
4.169833966793359,6.174162759062134
4.173634726945389,6.176914713700961
